scheme,FID,PSNR,LPIPS,capacity_bits_per_token,utilization,embedding_seconds,extraction_seconds
ACS1,111.8948745727539,16.116023795978673,0.05030997559428215,3.0448893229166667,1.0000266636224469,50.80575172700031,49.661318282999275
Discop,115.55435943603516,15.999043595985556,0.05074030607007444,2.756731770833334,0.8986875795855258,41.815766153999135,41.81938383099987
ACS2,118.38865661621094,16.07447336705819,0.04502109101973474,3.0218424479166672,1.0000305649016796,50.90458966999897,49.71448260600096
