Method,m_bits,N_tokens,capacity_bits_per_token,empirical_entropy_rate_bits_per_token,utilization,embedding_time_s,extraction_time_s,FID,PSNR_dB,LPIPS
ACS1,1424.69,512.0,2.78259765625,2.782461387446974,1.0000488326842218,12.853999742000088,12.605284141999654,103.90513610839844,15.157314003935696,0.10345101356506348
Discop,1228.98,512.0,2.4003515625,2.692107775577997,0.8882863689008264,12.322199016999875,12.314128057999334,99.8599624633789,15.474098690634692,0.10068891197443008
ACS2,1413.22,512.0,2.7601953125,2.7601933978268245,1.0000010371298802,12.931741226000012,12.492002480999872,100.3119125366211,15.153913665211926,0.10299517214298248
