       R_bits_per_token                   utilization                   entropy_rate_bits_per_token                   mean_N_tokens                    
method             ACS1     ACS2   Discop        ACS1     ACS2   Discop                        ACS1     ACS2   Discop          ACS1      ACS2    Discop
m_bits                                                                                                                                                 
215            6.739812 6.656347 6.304985    0.988035 0.984871 0.931688                    6.821433 6.758595 6.767275     31.900000 32.300000 34.100000
216            6.857143 6.835443 6.792453    0.985790 0.985572 0.943210                    6.955984 6.935512 7.201424     31.500000 31.600000 31.800000
217            6.867089 6.867089 6.382353    0.986197 0.981476 0.938651                    6.963204 6.996698 6.799497     31.600000 31.600000 34.000000
218            6.770186 6.812500 6.606061    0.980546 0.983951 0.948403                    6.904503 6.923617 6.965455     32.200000 32.000000 33.000000
219            6.908517 6.656535 6.403509    0.990330 0.979439 0.929092                    6.975972 6.796276 6.892226     31.700000 32.900000 34.200000
220            6.567164 6.707317 6.489676    0.978787 0.988972 0.942022                    6.709490 6.782108 6.889092     33.500000 32.800000 33.900000
221            6.676737 6.820988 6.636637    0.991432 0.984168 0.940818                    6.734436 6.930713 7.054114     33.100000 32.400000 33.300000
222            6.937500 6.915888 6.788991    0.987014 0.987022 0.941890                    7.028779 7.006821 7.207839     32.000000 32.100000 32.700000
223            6.558824 6.737160 6.501458    0.983168 0.987906 0.933824                    6.671112 6.819634 6.962187     34.000000 33.100000 34.300000
224            6.787879 6.686567 6.850153    0.983759 0.991226 0.948777                    6.899941 6.745754 7.219982     33.000000 33.500000 32.700000
225            6.578947 6.656805 6.355932    0.984072 0.987367 0.951169                    6.685432 6.741974 6.682236     34.200000 33.800000 35.400000
226            6.666667 6.666667 6.494253    0.985931 0.987264 0.940172                    6.761797 6.752669 6.907519     33.900000 33.900000 34.800000
227            6.796407 6.735905 6.522989    0.979383 0.984400 0.935154                    6.939482 6.842648 6.975310     33.400000 33.700000 34.800000
228            6.608696 6.745562 6.514286    0.985327 0.987012 0.934357                    6.707106 6.834325 6.971942     34.500000 33.800000 35.000000
229            6.715543 6.918429 6.735294    0.982050 0.985912 0.937517                    6.838288 7.017290 7.184181     34.100000 33.100000 34.000000
230            6.628242 6.478873 6.284153    0.986253 0.984920 0.939232                    6.720629 6.578073 6.690735     34.700000 35.500000 36.600000
231            6.452514 6.676301 6.260163    0.987857 0.982242 0.935977                    6.531829 6.797002 6.688376     35.800000 34.600000 36.900000
232            6.572238 6.628571 6.287263    0.992214 0.990036 0.945249                    6.623813 6.695286 6.651433     35.300000 35.000000 36.900000
233            6.955224 6.976048 6.544944    0.988672 0.981297 0.937336                    7.034913 7.109008 6.982494     33.500000 33.400000 35.600000
234            6.842105 6.743516 6.223404    0.986190 0.988991 0.937989                    6.937921 6.818578 6.634838     34.200000 34.700000 37.600000
235            6.638418 6.619718 6.420765    0.983952 0.988554 0.945960                    6.746689 6.696362 6.787563     35.400000 35.500000 36.600000
236            6.742857 6.781609 6.430518    0.981559 0.990980 0.940588                    6.869537 6.843339 6.836698     35.000000 34.800000 36.700000
237            6.829971 6.810345 6.620112    0.978022 0.983824 0.939064                    6.983453 6.922319 7.049694     34.700000 34.800000 35.800000
238            6.819484 6.685393 6.574586    0.987814 0.984788 0.943641                    6.903612 6.788666 6.967251     34.900000 35.600000 36.200000
239            6.947674 6.907514 6.770538    0.990831 0.986899 0.945703                    7.011969 6.999211 7.159261     34.400000 34.600000 35.300000
240            6.857143 6.876791 6.521739    0.987611 0.979185 0.944263                    6.943159 7.022973 6.906697     35.000000 34.900000 36.800000
241            6.866097 6.694444 6.620879    0.989927 0.988422 0.943461                    6.935966 6.772861 7.017650     35.100000 36.000000 36.400000
242            6.855524 6.954023 6.594005    0.985594 0.991288 0.941207                    6.955725 7.015139 7.005907     35.300000 34.800000 36.700000
243            6.903409 7.043478 6.694215    0.985063 0.989100 0.945753                    7.008091 7.121096 7.078187     35.200000 34.500000 36.300000
244            6.666667 6.740331 6.240409    0.985736 0.984147 0.941009                    6.763134 6.848909 6.631618     36.600000 36.200000 39.100000
245            6.882022 6.693989 6.314433    0.986184 0.992521 0.936368                    6.978436 6.744429 6.743540     35.600000 36.600000 38.800000
246            6.758242 6.721311 6.406250    0.986446 0.989780 0.932165                    6.851101 6.790712 6.872444     36.400000 36.600000 38.400000
247            6.711957 6.534392 6.284987    0.984886 0.988790 0.936097                    6.814957 6.608472 6.714031     36.800000 37.800000 39.300000
248            6.775956 6.441558 6.262626    0.993885 0.987213 0.934719                    6.817645 6.524995 6.700011     36.600000 38.500000 39.600000
249            6.640000 6.417526 6.000000    0.988860 0.990097 0.939082                    6.714801 6.481716 6.389221     37.500000 38.800000 41.500000
250            6.963788 6.738544 6.544503    0.994244 0.988009 0.937910                    7.004103 6.820328 6.977751     35.900000 37.100000 38.200000
